"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","B13_genomic","GCA_000409585.1_Hal1_genomic.NN","GCA_000735115.1_ASM73511v1_genomic.NM","GCA_000982455.1_ASM98245v1_genomic.NM","GCA_003336815.1_ASM333681v1_genomic.NM","GCA_004328925.1_ASM432892v1_genomic.NM","GCA_008831405.1_ASM883140v1_genomic.NM","GCA_011456075.1_ASM1145607v1_genomic.NM","GCA_013186645.1_ASM1318664v1_genomic.NM","GCA_013393725.1_ASM1339372v1_genomic.NM","GCA_018122435.1_ASM1812243v1_genomic.NN","GCA_018122445.1_ASM1812244v1_genomic.NN","GCA_018122455.1_ASM1812245v1_genomic.NN","GCA_018122465.1_ASM1812246v1_genomic.NN","GCA_018122475.1_ASM1812247v1_genomic.NN","GCA_018122535.1_ASM1812253v1_genomic.NN","GCA_019583555.1_ASM1958355v1_genomic.NN","GCA_022700895.1_ASM2270089v1_genomic.NN","GCA_023518255.2_ASM2351825v2_genomic.NM","GCA_024262185.1_ASM2426218v1_genomic.NM","GCA_030519455.1_ASM3051945v1_genomic.NM","GCA_030643765.1_ASM3064376v1_genomic.NM","GCA_032598945.1_ASM3259894v1_genomic.NN","GCA_036218465.1_ASM3621846v1_genomic.NM","GCA_036231745.1_ASM3623174v1_genomic.NM","GCA_038762065.1_ASM3876206v1_genomic.NM","GCA_038898345.1_ASM3889834v1_genomic.NM","GCA_040278585.1_ASM4027858v1_genomic.NM","GCA_050908195.1_ASM5090819v1_genomic.NN","GCA_051851495.1_ASM5185149v1_genomic.NM","GCA_052976505.1_ASM5297650v1_genomic.NN","GCA_053570475.1_ASM5357047v1_genomic.NM"
"group_991","","hypothetical protein","5","5","1","114","3491","1","3363","","335","335","335","","","","","","","","","","","","","","ALMECFFD_01384","","","NADAGIKK_02305","","","","","","","","","FNPFPPAG_00202","","","","AKHABIKF_04068","DHKOHJCB_04114",""
"group_992","","hypothetical protein","5","5","1","114","8798","1","3308","","392","875","644","CBPJGFDI_00534","","","","","","LHNFOEJC_02604","OPAAANOD_00943","","","","","MMHBEFPG_02043","","","","","","","","","","","","PLHLKKDO_00563","","","","","","",""
"group_10192","","hypothetical protein","4","4","1","114","1116","43","9","","758","761","758","","","PLLECCHL_01225","","","","","","","","","","","","","","NADAGIKK_00991","","","","","","","","","","","","","AKHABIKF_03815","DHKOHJCB_02135",""
"group_10449","","tRNA-Pro(tgg)","4","4","1","114","3178","1","1300","","76","76","76","","","","","","","","","CBBMCBHD_03192","","","","","","","","","","KKOACABF_04154","","MDCBHCFC_00016","","","","","","","DNCMPOJM_04056","","","",""
"group_1108","","hypothetical protein","4","4","1","114","5500","382","3","","119","659","524","","","","","EJLPBIDD_01623","","","","","","","","","","","","","","KKOACABF_02110","","MDCBHCFC_02167","","","","","","","","","AKHABIKF_02974","",""
"group_1190","","hypothetical protein","4","4","1","114","3784","1","2788","","338","812","693","","","","","EJLPBIDD_02708","","","","","","","KAALHNMO_02286","","","","","","","","OCCFHEHO_03404","","","","","","","","","","","DHKOHJCB_03559",""
"group_1269","","hypothetical protein","4","4","1","114","2337","1","1910","","248","257","250","","","","CKPFFKFG_01551","","","","","","","","","MMHBEFPG_00547","","","","","","","","","","","","","","","","","AKHABIKF_02042","DHKOHJCB_01403",""
"group_1323","","Sodium-lithium/proton antiporter","4","4","1","114","8084","198","1","","188","1115","883","","","","","EJLPBIDD_01968","","","OPAAANOD_01379","","","","","","","MLEOMEED_03131","","","","","","","","","","","","","","LCJDOLDM_04063","","",""
"capD","","UDP-glucose 4-epimerase","4","4","1","114","7097","1","2613","","425","467","435","CBPJGFDI_01143","","","","","","","","","","","","","","","","","ADNDDJPL_01622","","","","ELIPLHKN_02862","","","","","","","","","","FAMPPICK_02131"
"gerBC_1","","Spore germination protein B3","4","4","1","114","1177","11","17","","299","1214","756","CBPJGFDI_01396","","","","EJLPBIDD_03826","","","","","","","","","","","","NADAGIKK_03950","","","","","","","","","","","","","AKHABIKF_03874","",""
"group_1507","","hypothetical protein","4","4","1","114","8230","1","1772","","248","248","248","CBPJGFDI_01748","","PLLECCHL_02120","","","KBFHEIFM_03262","","","","","","","","","","","","","","","","","","","","FNPFPPAG_01857","","","","","",""
"group_1508","","hypothetical protein","4","4","1","114","2340","1","1831","","284","284","284","CBPJGFDI_01749","","","CKPFFKFG_01553","","","","","","","","","","","","","","","","","","","","","","","","","","AKHABIKF_02040","DHKOHJCB_01401",""
"group_1547","ywnH","Putative phosphinothricin acetyltransferase YwnH","4","4","1","114","5632","166","2","","239","497","432","","JOALHOIP_03472","","","EJLPBIDD_00858","","","","","DDCFCBDF_04210","","","","","","","","","","","","","","KINKNFBI_01242","","","","","","","",""
"group_1560","","hypothetical protein","4","4","1","114","2825","8","25","","146","476","368","CBPJGFDI_02166","","","","EJLPBIDD_01631","","","","","","","","MMHBEFPG_02063","ALMECFFD_02813","","","","","","","","","","","","","","","","","",""
"group_1640","carB_1","Carbamoyl-phosphate synthase large chain","4","4","1","114","1276","372","1","","572","3215","2554","CBPJGFDI_02801","","","","EJLPBIDD_02860","","","OPAAANOD_04512","","DDCFCBDF_02024","","","","","","","","","","","","","","","","","","","","","",""
"group_168","rapI","Response regulator aspartate phosphatase I","4","4","1","114","4881","1","3127","","1163","1163","1163","","","","","","","","","","","","","","","","","NADAGIKK_03904","","","OCCFHEHO_04177","","ELIPLHKN_04409","GIOCAJEK_04219","","","","","","","","",""
"group_1757","ssuC_2","Putative aliphatic sulfonates transport permease protein SsuC","4","4","1","114","43","77","7","","743","830","808","","JOALHOIP_01229","","","EJLPBIDD_05324","","","","","DDCFCBDF_02709","","","","","","","","","KKOACABF_04116","","","","","","","","","","","","",""
"group_1786","ydaP","Putative thiamine pyrophosphate-containing protein YdaP","4","4","1","114","3626","176","6","","875","1724","1511","","","","","EJLPBIDD_00553","","","","","DDCFCBDF_03228","","KAALHNMO_02729","","","","","","","","","","","","","PLHLKKDO_03632","","","","","","",""
"group_1821","garD","Galactarate dehydratase (L-threo-forming)","4","4","1","114","4377","71","7","","209","1532","1201","","","","","","","","OPAAANOD_03083","","DDCFCBDF_03418","","","","","MLEOMEED_03456","","","","","","","","","","","","MPDACFMJ_03834","","","","",""
"group_1848","yesY","putative rhamnogalacturonan acetylesterase YesY","4","4","1","114","495","42","11","","236","653","548","","JOALHOIP_00447","PLLECCHL_04008","","","","","OPAAANOD_03614","","","","","","","","","","","","","","","","","PLHLKKDO_03938","","","","","","",""
"group_1930","xerC_1","Tyrosine recombinase XerC","4","4","1","114","1034","1","2169","","1001","1001","1001","","","","","EJLPBIDD_01864","","","","","","","","","","","","","ADNDDJPL_01474","","","","ELIPLHKN_02714","","","","","","","","","","FAMPPICK_02280"
"group_1939","","hypothetical protein","4","4","1","114","8641","1","99","","209","239","231","","","PLLECCHL_01850","CKPFFKFG_00745","","","LHNFOEJC_02662","","","","","","","","","","","","","OCCFHEHO_01831","","","","","","","","","","","",""
"group_1955","","hypothetical protein","4","4","1","114","7280","1","3424","","233","311","254","","","","CKPFFKFG_00729","EJLPBIDD_05116","","","OPAAANOD_00987","","","","","","","","","","","","","","","","","","","MPDACFMJ_01678","","","","",""
"group_1963","","hypothetical protein","4","4","1","114","6665","1","613","","110","233","199","","","","CKPFFKFG_03260","","KBFHEIFM_01931","LHNFOEJC_01893","","","","","","","","","","","","","","","","","","","","MPDACFMJ_03103","","","","",""
"fumC_2","","Fumarate hydratase class II","4","4","1","114","3965","1","2844","","1388","1388","1388","","","","","EJLPBIDD_00335","","","","","DDCFCBDF_03135","","","","","","","","","","","","","","KINKNFBI_01908","","","","DNCMPOJM_02649","","","",""
"group_1980","","hypothetical protein","4","4","1","114","1216","1","312","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1061","4049","2516","","","","","EJLPBIDD_01084","","","OPAAANOD_00222","","","","","","","","","","","","OCCFHEHO_01097","","","","","PLHLKKDO_01249","","","","","","",""
"group_2007","","hypothetical protein","4","4","1","114","8668","1","74","","407","767","624","","","","","","KBFHEIFM_02637","","","","","","","","","","","","","","","","","GIOCAJEK_02530","KINKNFBI_00088","","FNPFPPAG_02626","","","","","",""
"group_2018","","hypothetical protein","4","4","1","114","8831","1","2702","","131","131","131","","","","","","","","","","DDCFCBDF_01097","","","","","","","","","","","","","GIOCAJEK_02517","KINKNFBI_00094","","","MPDACFMJ_01639","","","","",""
"group_2019","","hypothetical protein","4","4","1","114","3495","1","3360","","1358","1604","1425","","","","","","","","","","","","","","ALMECFFD_01381","","","NADAGIKK_02302","","","","","","","","","","","","","AKHABIKF_04071","DHKOHJCB_04117",""
"group_2024","","hypothetical protein","4","4","1","114","8271","1","1824","","797","797","797","","","","","","","","","","","","","","ALMECFFD_02107","","","","","","OCCFHEHO_04091","","","","","","","","","","AKHABIKF_02034","DHKOHJCB_01392",""
"srtD_2","","Sortase D","4","4","1","114","3711","1","3280","","254","572","492","","","","","","","","","","","","","","","","","","","","","","","","KINKNFBI_01931","","","MPDACFMJ_03585","DNCMPOJM_03503","","","DHKOHJCB_03605",""
"group_2092","","hypothetical protein","4","4","1","114","7616","169","5","","116","368","305","","","","","EJLPBIDD_01821","","","","","DDCFCBDF_01015","","","","","","","","","","","","","","KINKNFBI_00003","","","MPDACFMJ_01797","","","","",""
"group_2105","","hypothetical protein","4","4","1","114","7550","1","143","","374","764","666","","","","CKPFFKFG_00777","","","LHNFOEJC_02695","OPAAANOD_01035","","","","","","","","","","","","","","ELIPLHKN_02159","","","","","","","","","",""
"group_211","ugtP_1","Processive diacylglycerol beta-glucosyltransferase","4","4","1","114","1330","201","2","","335","1121","764","","","","","EJLPBIDD_02468","","","","","DDCFCBDF_02253","","","","","","","","","","","","","","KINKNFBI_03252","","","","","LCJDOLDM_02473","","",""
"group_2197","lig","DNA ligase","4","4","1","114","9723","1","1955","","812","812","812","","","","","EJLPBIDD_01034","","","","CBBMCBHD_00427","","","","","","","","","","KKOACABF_03090","","","","","","PLHLKKDO_01335","","","","","","",""
"trxA_1","","Thioredoxin","4","4","1","114","3301","1","2437","","242","242","242","CBPJGFDI_01119","","","","EJLPBIDD_00981","","","","CBBMCBHD_00477","","","","","","","","","","KKOACABF_03140","","","","","","","","","","","","",""
"group_2312","","hypothetical protein","4","4","1","114","2610","91","5","","491","1658","1366","CBPJGFDI_01891","","","","","KBFHEIFM_03670","","","","","","","","ALMECFFD_00674","","","","","","","","","","KINKNFBI_01420","","","","","","","",""
"group_2380","","hypothetical protein","4","4","1","114","5418","226","1","","224","671","559","","","","","","","","","","","DFPKOMDA_04077","KAALHNMO_03634","","","MLEOMEED_00699","","","","","","","","","KINKNFBI_01067","","","","","","","",""
"group_2392","yxlF","putative ABC transporter ATP-binding protein YxlF","4","4","1","114","5351","103","2","","395","887","764","","","","","","","LHNFOEJC_03961","OPAAANOD_02458","","","","","","","","","","","","","","","GIOCAJEK_03891","","","","","","","","DHKOHJCB_00797",""
"group_2397","","hypothetical protein","4","4","1","114","2887","204","3","","440","836","737","","","","","EJLPBIDD_03262","","","","","DDCFCBDF_03966","DFPKOMDA_04014","KAALHNMO_03571","","","","","","","","","","","","","","","","","","","",""
"yofA_1","","HTH-type transcriptional regulator YofA","4","4","1","114","1124","187","4","","329","857","684","","","","","EJLPBIDD_04010","","","OPAAANOD_00336","","","","","","","","","","","","","","","","KINKNFBI_00759","","","","","LCJDOLDM_03067","","",""
"ido","","L-isoleucine-4-hydroxylase","4","4","1","114","5245","1429","3","","731","731","731","CBPJGFDI_02354","","","","EJLPBIDD_04971","","","","","","","","","ALMECFFD_02537","","","","","","","","","GIOCAJEK_03944","","","","","","","","",""
"group_2427","gntT_2","High-affinity gluconate transporter","4","4","1","114","3018","427","1","","1139","1346","1294","","","","","EJLPBIDD_05184","","","OPAAANOD_02602","","","","","","","","","","","","OCCFHEHO_03250","","","","","PLHLKKDO_03248","","","","","","",""
"group_2587","ysdC_3","Putative aminopeptidase YsdC","4","4","1","114","10299","50","4","","1040","1265","1096","","","","","EJLPBIDD_01444","","","","","","","","MMHBEFPG_03612","ALMECFFD_02544","","","NADAGIKK_01771","","","","","","","","","","","","","","",""
"group_2622","mhqN","Putative NAD(P)H nitroreductase MhqN","4","4","1","114","3785","381","3","","167","620","506","","","","","EJLPBIDD_02710","","","","","","","","","","","","NADAGIKK_01699","","","","","","","","","","","","","AKHABIKF_00047","DHKOHJCB_03557",""
"group_2645","","hypothetical protein","4","4","1","114","3586","90","13","","101","134","125","CBPJGFDI_03869","","","","","","","","","","","","","","","","NADAGIKK_01952","","","","","","","","","","MPDACFMJ_03744","DNCMPOJM_03345","","","",""
"group_2745","","hypothetical protein","4","4","1","114","1147","58","13","","311","443","387","","JOALHOIP_00485","","","","","","","","","","","MMHBEFPG_02029","","","","","","","","MDCBHCFC_01139","","","","","","MPDACFMJ_03196","","","","",""
"group_2780","","hypothetical protein","4","4","1","114","9715","1","1935","","221","221","221","","","PLLECCHL_01034","","EJLPBIDD_01032","","","","CBBMCBHD_00429","","","","","","","","","","KKOACABF_03092","","","","","","","","","","","","",""
"group_2783","","hypothetical protein","4","4","1","114","2453","1","2511","","1484","1700","1646","","","PLLECCHL_01104","","","","","OPAAANOD_00213","","","","","","","","","","","","OCCFHEHO_01088","","","","","PLHLKKDO_01258","","","","","","",""
"group_2791","","hypothetical protein","4","4","1","114","7381","1","272","","335","335","335","","","PLLECCHL_02099","","","","","","","","","","MMHBEFPG_00570","","","","","","","OCCFHEHO_04060","","","","","","","","","","AKHABIKF_02064","",""
"group_2793","","hypothetical protein","4","4","1","114","8201","1","1774","","116","116","116","","","PLLECCHL_02118","","","","","","","","","","MMHBEFPG_00549","","","","","","","","","","","","PLHLKKDO_00289","","","","","AKHABIKF_02044","",""
"group_2808","","hypothetical protein","4","4","1","114","8745","1","3477","","272","272","272","","","","CKPFFKFG_00704","EJLPBIDD_00429","KBFHEIFM_00252","","OPAAANOD_02961","","","","","","","","","","","","","","","","","","","","","","","",""
"bmrA_2","","Multidrug resistance ABC transporter ATP-binding/permease protein BmrA","4","4","1","114","4454","22","30","","770","1757","1510","","","","CKPFFKFG_03659","","","LHNFOEJC_00243","OPAAANOD_03031","","","","","","","","","","","","","","","","","PLHLKKDO_03396","","","","","","",""
"group_2833","","hypothetical protein","4","4","1","114","8247","1","1903","","206","206","206","","","","","EJLPBIDD_00709","","","OPAAANOD_03461","","","","","","","","","","","","OCCFHEHO_04083","","","","","PLHLKKDO_00285","","","","","","",""
"group_2847","","hypothetical protein","4","4","1","114","2824","8","26","","293","347","333","","","","","EJLPBIDD_01630","","","","","","","","","","","","","","","","","","GIOCAJEK_03766","","","","MPDACFMJ_00374","DNCMPOJM_00666","","","",""
"group_2850","","hypothetical protein","4","4","1","114","3536","26","22","","425","425","425","","","","","EJLPBIDD_02159","","","","CBBMCBHD_03497","DDCFCBDF_03450","","","","","","","","","KKOACABF_00727","","","","","","","","","","","","",""
"xre_3","","HTH-type transcriptional regulator Xre","4","4","1","114","968","1","1877","","329","347","342","","","","","EJLPBIDD_04327","KBFHEIFM_03284","","OPAAANOD_03445","","","","","","","","","","","","","","","","","","","","","","","DHKOHJCB_01381",""
"epr_1","","Minor extracellular protease Epr","4","4","1","114","9550","1","1046","","899","905","903","","","","","","KBFHEIFM_02104","","","","","","","","ALMECFFD_01940","","","","","","","","","","","","FNPFPPAG_02069","MPDACFMJ_01114","","","","",""
"group_2876","","hypothetical protein","4","4","1","114","6608","1","575","","545","545","545","","","","","","KBFHEIFM_02825","","","","DDCFCBDF_00922","","","","","","","","","","","","","GIOCAJEK_02711","KINKNFBI_03412","","","","","","","",""
"group_2891","","hypothetical protein","4","4","1","114","1621","167","4","","137","140","137","","","","","","","LHNFOEJC_01336","OPAAANOD_04223","","","","","","","","","","","","","","","","","","","","","LCJDOLDM_02415","","DHKOHJCB_01544",""
"group_2893","","hypothetical protein","4","4","1","114","10017","1","1494","","221","221","221","","","","","","","LHNFOEJC_01845","","","DDCFCBDF_00891","","","","ALMECFFD_03393","","","","","","","","","","","","","","","LCJDOLDM_02938","","",""
"group_2894","","hypothetical protein","4","4","1","114","1224","1","318","","167","245","225","","","","","","","LHNFOEJC_01903","","","","","","MMHBEFPG_02446","","","","","","","OCCFHEHO_01102","","","","","","FNPFPPAG_01903","","","","","",""
"group_2897","","hypothetical protein","4","4","1","114","1119","43","11","","1649","2321","2153","","","","","","","LHNFOEJC_02019","","","","","","","","","","NADAGIKK_00993","","","","","","","","","FNPFPPAG_02019","","","","AKHABIKF_03813","",""
"group_2899","","hypothetical protein","4","4","1","114","1118","43","8","","416","830","726","","","","","","","LHNFOEJC_02020","","","","","","","","","","","","","","","","","","","FNPFPPAG_02020","","","","AKHABIKF_03812","DHKOHJCB_02139",""
"group_2902","","hypothetical protein","4","4","1","114","1063","1","2649","","824","1034","876","","","","","","","","OPAAANOD_00042","","","","","","","","","","ADNDDJPL_01463","","","","ELIPLHKN_02703","","","","","","","","","","FAMPPICK_02292"
"group_2906","","hypothetical protein","4","4","1","114","10024","1","1350","","302","302","302","","","","","","","","OPAAANOD_01230","","","DFPKOMDA_02321","","","ALMECFFD_03386","","","","","","","","","","KINKNFBI_03433","","","","","","","",""
"group_2909","","hypothetical protein","4","4","1","114","1611","34","12","","1439","2111","1943","","","","","","","","OPAAANOD_04215","","","","","","","","","","","","OCCFHEHO_00424","","","","","PLHLKKDO_01920","FNPFPPAG_01359","","","","","",""
"group_291","","hypothetical protein","4","4","1","114","5119","56","11","","110","467","377","","","","","","","","","CBBMCBHD_00874","","","","","ALMECFFD_02471","","","","","KKOACABF_01668","","MDCBHCFC_03444","","","","","","","","","","",""
"group_2916","","hypothetical protein","4","4","1","114","4880","1","3126","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","122","122","122","","","","","","","","","","","","","","","","","NADAGIKK_03905","","","OCCFHEHO_04176","","ELIPLHKN_04410","GIOCAJEK_04218","","","","","","","","",""
