query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,matched_GOs,Sub_Category,Main_Group
OGCDPPDJ_03947,224308.BSU02410,8.359999999999999e-230,632.0,"COG2040@1|root,COG2040@2|Bacteria,1UHQ5@1239|Firmicutes,4HAS6@91061|Bacilli,1ZC9Q@1386|Bacillus",2|Bacteria,H,homocysteine,mmuM,"GO:0003674,GO:0003824,GO:0005488,GO:0006575,GO:0006790,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0008270,GO:0008757,GO:0008898,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0033477,GO:0033554,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0071704,GO:1901564","1.5.1.20,2.1.1.10","ko:K00297,ko:K00547","ko00270,ko00670,ko00720,ko01100,ko01110,ko01120,ko01200,ko01523,map00270,map00670,map00720,map01100,map01110,map01120,map01200,map01523",M00377,"R00650,R01224,R07168","RC00003,RC00035,RC00081","ko00000,ko00001,ko00002,ko01000",-,-,-,S-methyl_trans,"GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_04050,224308.BSU06020,2.14e-58,181.0,"COG0234@1|root,COG0234@2|Bacteria,1V9ZM@1239|Firmicutes,4HKEK@91061|Bacilli,1ZGZ1@1386|Bacillus",2|Bacteria,O,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,groS,"GO:0003674,GO:0005488,GO:0005515,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009987,GO:0010033,GO:0035966,GO:0042221,GO:0042802,GO:0043167,GO:0043169,GO:0046872,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0061077",-,ko:K04078,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,Cpn10,"GO:0006950,GO:0006458,GO:0006986,GO:0035966,GO:0006457,GO:0051084",General Stress,Stress Response
OGCDPPDJ_04051,224308.BSU06030,0.0,985.0,"COG0459@1|root,COG0459@2|Bacteria,1TP1T@1239|Firmicutes,4HA38@91061|Bacilli,1ZBKJ@1386|Bacillus",2|Bacteria,O,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,groL,"GO:0001817,GO:0001819,GO:0001871,GO:0002791,GO:0002793,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009986,GO:0009987,GO:0016465,GO:0030246,GO:0030247,GO:0032677,GO:0032757,GO:0032879,GO:0032880,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0044764,GO:0046812,GO:0048518,GO:0048522,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050789,GO:0050794,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051082,GO:0051222,GO:0051223,GO:0051239,GO:0051240,GO:0051704,GO:0061077,GO:0065007,GO:0070201,GO:0090087,GO:0098630,GO:0098743,GO:0101031,GO:1903530,GO:1903532,GO:1904951,GO:1990220,GO:2000482,GO:2000484,GO:2001065",-,ko:K04077,"ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152",-,-,-,"ko00000,ko00001,ko03019,ko03029,ko03110,ko04147",-,-,-,Cpn60_TCP1,"GO:0006458,GO:0006457",Protein Protection,Stress Response
OGCDPPDJ_04105,224308.BSU06620,0.0,1275.0,"COG0272@1|root,COG0272@2|Bacteria,1TPQ3@1239|Firmicutes,4HA1D@91061|Bacilli,1ZATN@1386|Bacillus",2|Bacteria,L,DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA,ligA,"GO:0003674,GO:0003824,GO:0003909,GO:0003911,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006266,GO:0006281,GO:0006284,GO:0006288,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016874,GO:0016886,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051103,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360",6.5.1.2,ko:K01972,"ko03030,ko03410,ko03420,ko03430,map03030,map03410,map03420,map03430",-,R00382,RC00005,"ko00000,ko00001,ko01000,ko03032,ko03400",-,-,-,"BRCT,DNA_ligase_OB,DNA_ligase_ZBD,DNA_ligase_aden,HHH_2,HHH_5","GO:0006950,GO:0006284,GO:0006281,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_04141,224308.BSU06910,1.04e-133,379.0,"COG3546@1|root,COG3546@2|Bacteria,1TQVQ@1239|Firmicutes,4HA34@91061|Bacilli,1ZQQY@1386|Bacillus",2|Bacteria,P,Spore Coat,cotJC,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",-,"ko:K06334,ko:K07217",-,-,-,-,ko00000,-,-,-,Mn_catalase,"GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_04183,224308.BSU07320,6.209999999999999e-268,736.0,"COG2223@1|root,COG2223@2|Bacteria,1TPTN@1239|Firmicutes,4HA7C@91061|Bacilli,1ZB21@1386|Bacillus",2|Bacteria,P,COG0477 Permeases of the major facilitator superfamily,fsr,"GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0071944",-,ko:K08223,-,-,-,-,"ko00000,ko02000",2.A.1.35,-,-,MFS_1,"GO:0006950,GO:0006974,GO:0033554,GO:0046677",General Stress,Stress Response
OGCDPPDJ_04195,224308.BSU07430,2.95e-263,722.0,"COG0513@1|root,COG0513@2|Bacteria,1TQ9R@1239|Firmicutes,4HANR@91061|Bacilli,1ZC9I@1386|Bacillus",2|Bacteria,L,COG0513 Superfamily II DNA and RNA helicases,yfmL,"GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009266,GO:0009295,GO:0009409,GO:0009628,GO:0009987,GO:0010501,GO:0016020,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0070035,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901363",3.6.4.13,"ko:K05592,ko:K18692","ko03018,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03009,ko03019",-,-,-,"DEAD,Helicase_C","GO:0006950,GO:0009409",General Stress,Stress Response
OGCDPPDJ_04212,224308.BSU07640,2.97e-59,182.0,"COG1254@1|root,COG1254@2|Bacteria,1VEM9@1239|Firmicutes,4HNN7@91061|Bacilli,1ZITT@1386|Bacillus",2|Bacteria,C,Belongs to the acylphosphatase family,acyP,"GO:0003674,GO:0003824,GO:0003998,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0016787,GO:0016817,GO:0016818,GO:0050896",3.6.1.7,ko:K01512,"ko00620,ko00627,ko01120,map00620,map00627,map01120",-,"R00317,R01421,R01515",RC00043,"ko00000,ko00001,ko01000",-,-,"iSB619.SA_RS07020,iSBO_1134.SBO_2263,iSF_1195.SF0969,iSFxv_1172.SFxv_1053,iS_1188.S1036",Acylphosphatase,"GO:0006950,GO:0009408",General Stress,Stress Response
OGCDPPDJ_04218,224308.BSU07700,0.0,871.0,"COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1TPJ8@1239|Firmicutes,4HA8X@91061|Bacilli,1ZAZ3@1386|Bacillus",2|Bacteria,G,"COG1263 Phosphotransferase system IIC components, glucose maltose N-acetylglucosamine-specific",nagE,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006950,GO:0006974,GO:0008150,GO:0008643,GO:0009401,GO:0009987,GO:0015144,GO:0015764,GO:0015766,GO:0015771,GO:0015772,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0033554,GO:0034219,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090586,GO:0090588,GO:0090589,GO:1901264","2.7.1.193,2.7.1.199,2.7.1.201,2.7.1.208,2.7.1.211","ko:K02749,ko:K02750,ko:K02755,ko:K02756,ko:K02757,ko:K02763,ko:K02764,ko:K02765,ko:K02802,ko:K02803,ko:K02804,ko:K02809,ko:K02810,ko:K02818,ko:K02819,ko:K20116,ko:K20117,ko:K20118","ko00010,ko00500,ko00520,ko02060,map00010,map00500,map00520,map02060","M00267,M00268,M00269,M00270,M00271,M00282,M00809","R00811,R02631,R02738,R02780,R04111,R05199","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.1.1.10,4.A.1.1.13,4.A.1.1.14,4.A.1.1.15,4.A.1.1.16,4.A.1.1.2,4.A.1.1.4,4.A.1.1.5,4.A.1.1.6,4.A.1.1.7,4.A.1.1.8,4.A.1.1.9,4.A.1.2.1,4.A.1.2.10,4.A.1.2.11,4.A.1.2.12,4.A.1.2.13,4.A.1.2.2,4.A.1.2.4,4.A.1.2.5,4.A.1.2.6,4.A.1.2.8,4.A.1.2.9",-,"iECP_1309.ECP_0691,iYO844.BSU07800,iYO844.BSU38050","PTS_EIIA_1,PTS_EIIB,PTS_EIIC","GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_04227,224308.BSU07810,0.0,1170.0,"COG0366@1|root,COG0366@2|Bacteria,1TP53@1239|Firmicutes,4HA1G@91061|Bacilli,1ZASC@1386|Bacillus",2|Bacteria,G,COG0366 Glycosidases,treC,"GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005991,GO:0005993,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008788,GO:0009056,GO:0009311,GO:0009313,GO:0009987,GO:0015927,GO:0016052,GO:0016787,GO:0016798,GO:0033554,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044424,GO:0044444,GO:0044464,GO:0046352,GO:0050896,GO:0051716,GO:0071704,GO:1901575","3.2.1.1,3.2.1.10,3.2.1.20,3.2.1.93,5.4.99.16","ko:K01182,ko:K01187,ko:K01226,ko:K05343","ko00052,ko00500,ko01100,map00052,map00500,map01100",-,"R00028,R00801,R00802,R00837,R01557,R01718,R01791,R02108,R02112,R06087,R06088,R06113,R06199,R11262","RC00028,RC00049,RC00059,RC00077,RC00451,RC01816","ko00000,ko00001,ko01000",-,"GH13,GH31","iECW_1372.ECW_m4600,iEKO11_1354.EKO11_4072,iEcE24377_1341.EcE24377A_4811,iEcSMS35_1347.EcSMS35_4720,iWFL_1372.ECW_m4600","Alpha-amylase,DUF3459,Malt_amylase_C","GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_04230,224308.BSU07840,0.0,2746.0,"COG0737@1|root,COG0737@2|Bacteria,1TPV2@1239|Firmicutes,4HB9S@91061|Bacilli,1ZAY0@1386|Bacillus",2|Bacteria,F,Belongs to the 5'-nucleotidase family,cpdB,"GO:0003674,GO:0003824,GO:0004112,GO:0005575,GO:0005623,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008081,GO:0008150,GO:0008152,GO:0008252,GO:0008254,GO:0008663,GO:0009056,GO:0009058,GO:0009117,GO:0009166,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0030288,GO:0030313,GO:0031975,GO:0033554,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042578,GO:0042597,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576","3.1.3.5,3.1.3.6,3.1.4.16,3.6.1.45","ko:K01081,ko:K01119,ko:K06931,ko:K08693,ko:K11751","ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110",-,"R00183,R00511,R00963,R01126,R01227,R01562,R01569,R01664,R01877,R01968,R02088,R02102,R02148,R02323,R02370,R02719,R03346,R03537,R03538,R03929,R05135","RC00017,RC00078,RC00296","ko00000,ko00001,ko01000",-,-,"iEC55989_1330.EC55989_4773,iECH74115_1262.ECH74115_5730,iECNA114_1301.ECNA114_4436,iECSP_1301.ECSP_5315,iECW_1372.ECW_m4577,iECs_1301.ECs5191,iEKO11_1354.EKO11_4095,iEcE24377_1341.EcE24377A_4783,iG2583_1286.G2583_5043,iWFL_1372.ECW_m4577,iYO844.BSU07840,iZ_1308.Z5824","5_nucleotid_C,Metallophos","GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_04231,224308.BSU07850,7.78e-114,327.0,"COG0693@1|root,COG0693@2|Bacteria,1V3I7@1239|Firmicutes,4HFNG@91061|Bacilli,1ZFMH@1386|Bacillus",2|Bacteria,S,protease,yfkM,"GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006089,GO:0006139,GO:0006259,GO:0006281,GO:0006464,GO:0006517,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009100,GO:0009266,GO:0009268,GO:0009314,GO:0009408,GO:0009411,GO:0009416,GO:0009438,GO:0009628,GO:0009636,GO:0009987,GO:0016053,GO:0016209,GO:0016491,GO:0016684,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017001,GO:0017144,GO:0019172,GO:0019249,GO:0019538,GO:0019752,GO:0020037,GO:0030091,GO:0032787,GO:0033554,GO:0034641,GO:0036211,GO:0036524,GO:0036525,GO:0042180,GO:0042182,GO:0042221,GO:0042737,GO:0042743,GO:0042744,GO:0042802,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0046394,GO:0046483,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051596,GO:0051716,GO:0055114,GO:0061727,GO:0070887,GO:0071704,GO:0072330,GO:0072593,GO:0090304,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:0140096,GO:1901135,GO:1901360,GO:1901363,GO:1901564,GO:1901575,GO:1901576,GO:1901615,GO:1901617,GO:1990748","1.11.1.6,3.5.1.124","ko:K03781,ko:K05520","ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014",M00532,"R00009,R00602,R02670","RC00034,RC00767,RC02141,RC02755","ko00000,ko00001,ko00002,ko01000,ko01002",-,-,-,DJ-1_PfpI,"GO:0006950,GO:0006281,GO:0006979,GO:0033554,GO:0006974,GO:0009408",General Stress,Stress Response
OGCDPPDJ_04241,224308.BSU07940,4.44e-191,531.0,"COG0668@1|root,COG0668@2|Bacteria,1V16H@1239|Firmicutes,4HAP1@91061|Bacilli,1ZEMM@1386|Bacillus",2|Bacteria,M,Mechanosensitive ion channel,yfkC,"GO:0003674,GO:0005215,GO:0006810,GO:0006950,GO:0006970,GO:0008150,GO:0008381,GO:0009628,GO:0009987,GO:0015267,GO:0022803,GO:0022836,GO:0022857,GO:0033554,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071214,GO:0071470,GO:0104004",-,ko:K22044,-,-,-,-,"ko00000,ko02000",1.A.23.3,-,-,MS_channel,"GO:0006950,GO:0033554,GO:0071470,GO:0006970",General Stress,Stress Response
OGCDPPDJ_04247,224308.BSU08010,3.76e-212,585.0,"COG0122@1|root,COG0122@2|Bacteria,1TQAF@1239|Firmicutes,4HBYM@91061|Bacilli,1ZCV5@1386|Bacillus",2|Bacteria,L,COG0122 3-methyladenine DNA glycosylase 8-oxoguanine DNA glycosylase,yfjP,"GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003824,GO:0003905,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006304,GO:0006307,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008725,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0032131,GO:0032991,GO:0032993,GO:0033554,GO:0034641,GO:0035510,GO:0043170,GO:0043412,GO:0043733,GO:0043916,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363",3.2.2.21,ko:K01247,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,HhH-GPD,"GO:0006950,GO:0006307,GO:0006284,GO:0006281,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_04299,224308.BSU08520,3.2500000000000004e-181,505.0,"COG2137@1|root,COG2137@2|Bacteria,1V72V@1239|Firmicutes,4HJ7R@91061|Bacilli,1ZC8N@1386|Bacillus",2|Bacteria,S,Modulates RecA activity,recX,"GO:0003674,GO:0005488,GO:0005515,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0019899,GO:0031668,GO:0033554,GO:0043086,GO:0044092,GO:0050790,GO:0050896,GO:0051716,GO:0065007,GO:0065009,GO:0071496",2.4.1.337,"ko:K03565,ko:K19002","ko00561,ko01100,map00561,map01100",-,R10850,"RC00005,RC00059","ko00000,ko00001,ko01000,ko01003,ko03400",-,GT4,-,RecX,"GO:0006950,GO:0006974,GO:0033554,GO:0009432",General Stress,Stress Response
OGCDPPDJ_04320,224308.BSU08720,2.92e-113,324.0,"COG1225@1|root,COG1225@2|Bacteria,1V3N5@1239|Firmicutes,4HH7Z@91061|Bacilli,1ZFKU@1386|Bacillus",2|Bacteria,O,Peroxiredoxin,bcp,"GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008379,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045454,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0051920,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748",1.11.1.15,ko:K03564,-,-,-,-,"ko00000,ko01000",-,-,-,AhpC-TSA,"GO:0006950,GO:0006979,GO:0033554,GO:0034599",General Stress,Stress Response
OGCDPPDJ_04379,224308.BSU01020,3.4e-93,272.0,"COG0080@1|root,COG0080@2|Bacteria,1V1BS@1239|Firmicutes,4HFQ0@91061|Bacilli,1ZFIG@1386|Bacillus",2|Bacteria,J,Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors,rplK,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0006950,GO:0006996,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010467,GO:0015934,GO:0015968,GO:0016043,GO:0019538,GO:0019843,GO:0022411,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0032984,GO:0032991,GO:0033554,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0042594,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050896,GO:0051716,GO:0065003,GO:0070925,GO:0071496,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02867,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_L11,Ribosomal_L11_N","GO:0006950,GO:0009267,GO:0015968,GO:0033554,GO:0042594",General Stress,Stress Response
OGCDPPDJ_04394,224308.BSU00860,0.0,1538.0,"COG0542@1|root,COG0542@2|Bacteria,1TPMU@1239|Firmicutes,4HACY@91061|Bacilli,1ZB4C@1386|Bacillus",2|Bacteria,O,Belongs to the ClpA ClpB family,clpC,"GO:0006950,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0046688,GO:0050896,GO:0097501,GO:1990169,GO:1990170",-,"ko:K03696,ko:K03697","ko01100,map01100",-,-,-,"ko00000,ko03110",-,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N,UVR","GO:0006950,GO:0046688,GO:1990169,GO:1990170,GO:0097501",General Stress,Stress Response
OGCDPPDJ_04395,224308.BSU00850,7.74e-257,704.0,"COG3869@1|root,COG3869@2|Bacteria,1TPBA@1239|Firmicutes,4HC6U@91061|Bacilli,1ZBJU@1386|Bacillus",2|Bacteria,E,"Catalyzes the specific phosphorylation of arginine residues in a large number of proteins. Is part of the bacterial stress response system. Protein arginine phosphorylation has a physiologically important role and is involved in the regulation of many critical cellular processes, such as protein homeostasis, motility, competence, and stringent and stress responses, by regulating gene expression and protein activity",mcsB,"GO:0006950,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0046688,GO:0050896,GO:0097501,GO:1990169,GO:1990170","2.7.14.1,2.7.3.2,2.7.3.3","ko:K00933,ko:K00934,ko:K19405","ko00330,ko01100,map00330,map01100",M00047,"R00554,R01881,R11090","RC00002,RC00203","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,ATP-gua_Ptrans,"GO:0006950,GO:0046688,GO:1990169,GO:1990170,GO:0097501",General Stress,Stress Response
OGCDPPDJ_04396,1051501.AYTL01000005_gene306,2.36e-74,223.0,"COG3880@1|root,COG3880@2|Bacteria,1V6YM@1239|Firmicutes,4HH4R@91061|Bacilli,1ZG9T@1386|Bacillus",2|Bacteria,S,protein with conserved CXXC pairs,mcsA,"GO:0003674,GO:0005488,GO:0005507,GO:0006950,GO:0008150,GO:0008270,GO:0010035,GO:0010038,GO:0042221,GO:0043167,GO:0043169,GO:0046686,GO:0046688,GO:0046870,GO:0046872,GO:0046914,GO:0050896,GO:0050897,GO:0097501,GO:1990169,GO:1990170",2.7.14.1,"ko:K19405,ko:K19411",-,-,R11090,"RC00002,RC00203","ko00000,ko01000",-,-,-,"Cytochrom_CIII,Cytochrome_C7,GSu_C4xC__C2xCH,UVR","GO:0006950,GO:0046688,GO:1990169,GO:1990170,GO:0097501",General Stress,Stress Response
OGCDPPDJ_04397,224308.BSU00830,8.720000000000001e-100,290.0,"COG4463@1|root,COG4463@2|Bacteria,1VAXT@1239|Firmicutes,4HIFT@91061|Bacilli,1ZFR6@1386|Bacillus",2|Bacteria,K,Belongs to the CtsR family,ctsR,"GO:0006950,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0046688,GO:0050896,GO:0097501,GO:1990169,GO:1990170",-,ko:K03708,-,-,-,-,"ko00000,ko03000",-,-,-,CtsR,"GO:0006950,GO:0046688,GO:1990169,GO:1990170,GO:0097501",General Stress,Stress Response
OGCDPPDJ_04409,224308.BSU00710,9.54e-208,574.0,"COG1281@1|root,COG1281@2|Bacteria,1TRCH@1239|Firmicutes,4HAFR@91061|Bacilli,1ZBFC@1386|Bacillus",2|Bacteria,O,Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress,hslO,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006950,GO:0006979,GO:0008150,GO:0008270,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0031647,GO:0036506,GO:0042026,GO:0042802,GO:0043167,GO:0043169,GO:0044183,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0050896,GO:0065007,GO:0065008",-,ko:K04083,-,-,-,-,"ko00000,ko03110",-,-,-,HSP33,"GO:0006950,GO:0042026,GO:0006979,GO:0009408,GO:0006457",General Stress,Stress Response
OGCDPPDJ_04416,224308.BSU00640,0.0,1550.0,"COG2208@1|root,COG2208@2|Bacteria,1TQ92@1239|Firmicutes,4HB0X@91061|Bacilli,1ZAYZ@1386|Bacillus",2|Bacteria,KT,stage II sporulation protein E,spoIIE,"GO:0005575,GO:0005623,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0042601,GO:0042763,GO:0044464,GO:0050896","3.1.3.16,3.1.3.3","ko:K05518,ko:K06382",-,-,-,-,"ko00000,ko01000,ko03021",-,-,-,SpoIIE,"GO:0006950,GO:0009408",General Stress,Stress Response
